,dominant_topic,month
55411,0,2021-12
55412,3,2021-01
55413,6,2021-11
55414,6,2022-12
55415,4,2021-09
55416,7,2021-05
55417,8,2021-06
55418,2,2021-03
55419,0,2021-10
55420,6,2020-11
55421,5,2022-01
55422,3,2021-08
55423,8,2021-10
55424,11,2021-11
55425,3,2021-12
55426,6,2022-01
55427,10,2021-02
55428,4,2020-12
55429,9,2021-07
55430,7,2021-01
55431,1,2021-08
55432,3,2021-02
55433,5,2022-07
55434,9,2021-09
55435,8,2021-01
55436,7,2021-11
55437,8,2021-02
55438,0,2021-08
55439,0,2021-08
55441,5,2022-02
55442,5,2021-09
55443,11,2020-08
55444,5,2022-09
55445,8,2021-06
55446,7,2021-12
55447,1,2021-11
55448,2,2021-07
55449,3,2020-12
55450,3,2021-11
55451,0,2021-01
55452,3,2022-01
55453,4,2021-01
55454,4,2020-12
55456,11,2021-01
55457,3,2021-10
55458,2,2021-11
55459,11,2021-02
55460,9,2020-08
55461,7,2021-06
55462,10,2021-10
55463,0,2021-02
55464,7,2021-01
55465,0,2022-11
55466,2,2020-12
55467,3,2021-03
55468,3,2021-12
55469,4,2021-05
55470,11,2021-08
55471,2,2021-10
55472,5,2021-10
55473,4,2020-11
55474,6,2021-01
55475,0,2022-01
55476,5,2021-08
55477,8,2021-03
55478,7,2021-10
55479,10,2021-02
55480,4,2021-10
55481,8,2021-01
55482,3,2022-06
55483,6,2021-09
55484,10,2020-05
55485,2,2021-01
55486,4,2020-08
55487,10,2021-01
55488,0,2021-12
55489,4,2021-11
55490,10,2021-04
55491,6,2020-11
55492,3,2021-03
55493,1,2021-02
55494,10,2021-02
55495,10,2021-02
55496,6,2021-09
55497,1,2021-12
55498,4,2021-05
55499,2,2022-11
55500,0,2021-04
55501,7,2021-06
55502,8,2022-12
55503,0,2021-05
55504,8,2021-01
55505,11,2020-12
55506,4,2021-07
55507,3,2021-12
55508,0,2021-12
55509,3,2021-12
55510,10,2021-11
55511,2,2021-09
55512,2,2021-01
55513,4,2021-01
55514,7,2021-07
55515,9,2021-10
55516,5,2022-12
55517,6,2020-12
55519,1,2022-04
55520,0,2021-11
55521,9,2021-11
55522,0,2021-04
55523,10,2020-12
55524,7,2021-05
55525,6,2021-10
55526,6,2021-02
55527,8,2021-06
55528,3,2021-12
55529,3,2021-02
55530,6,2020-09
55531,0,2021-11
55532,3,2021-05
55533,6,2020-12
55534,7,2021-09
55535,3,2021-03
55536,0,2021-07
55537,2,2021-01
55538,2,2022-01
55539,0,2021-03
55540,5,2022-05
55541,7,2022-07
55542,5,2021-05
55543,6,2021-09
55544,0,2021-12
55545,6,2021-03
55546,9,2021-06
55547,0,2022-10
55548,2,2021-01
55549,3,2021-02
55550,11,2021-06
55551,8,2021-11
55552,6,2022-07
55553,1,2021-04
55554,10,2021-08
55555,4,2020-08
55556,8,2021-01
55557,6,2021-08
55558,9,2020-08
55559,4,2020-12
55560,9,2021-09
55561,5,2021-01
55562,8,2021-07
55563,4,2022-08
55564,8,2021-12
55565,7,2022-08
55566,6,2021-12
55567,10,2021-01
55568,2,2021-03
55569,5,2021-11
55570,2,2021-05
55571,9,2021-07
55572,2,2021-10
55573,6,2021-10
55574,0,2021-07
55575,10,2021-04
55576,0,2021-04
55577,10,2021-12
55578,11,2022-01
55579,7,2021-08
55580,7,2021-02
55581,7,2021-12
55582,8,2020-08
55583,4,2021-05
55584,6,2021-07
55585,8,2021-01
55586,9,2021-02
55587,3,2021-06
55588,5,2022-04
55589,4,2021-12
55590,2,2021-02
55591,2,2021-12
55592,10,2022-10
55593,6,2021-07
55594,1,2021-03
55595,3,2020-12
55596,9,2022-01
55597,8,2021-10
55598,10,2021-01
55599,8,2020-10
55600,1,2021-07
55601,4,2022-05
55602,10,2021-01
55604,0,2021-12
55605,8,2021-07
55606,6,2020-09
55607,9,2021-11
55608,8,2021-01
55609,10,2021-12
55610,8,2022-01
55611,10,2022-04
55612,3,2021-11
55613,5,2021-11
55614,6,2020-12
55615,11,2021-01
55616,9,2021-04
55617,5,2021-12
55618,10,2021-02
55619,9,2021-01
55620,3,2021-07
55621,1,2022-11
55622,2,2021-03
55623,5,2022-02
55624,0,2021-11
55625,10,2021-12
55626,7,2021-06
55627,9,2021-01
55628,4,2022-04
55629,0,2021-11
55630,5,2021-11
55632,0,2021-12
55633,2,2021-01
55634,3,2021-03
55635,9,2020-12
55636,4,2021-07
55637,11,2021-07
55638,0,2021-06
55639,1,2021-01
55642,2,2021-03
55643,2,2020-11
55644,0,2021-02
55645,10,2021-05
55646,1,2021-04
55647,9,2021-06
55648,8,2020-12
55649,8,2021-02
55650,0,2021-03
55651,9,2021-11
55652,10,2021-08
55653,6,2020-09
55654,9,2021-11
55655,10,2021-02
55656,8,2021-03
55657,3,2021-01
55658,10,2021-07
55659,8,2021-06
55660,7,2021-01
55661,4,2020-09
55662,3,2022-01
55663,7,2021-12
55664,4,2021-07
55665,3,2021-01
55666,0,2021-02
55667,1,2020-12
55668,11,2021-12
55669,6,2020-09
55670,1,2021-06
55671,0,2021-07
55672,11,2022-10
55673,1,2021-12
55674,3,2021-07
55675,6,2021-03
55676,3,2021-07
55677,8,2021-12
55678,11,2021-02
55679,2,2022-07
55680,5,2021-10
55681,9,2021-06
55682,1,2021-02
55683,6,2020-10
55684,5,2021-12
55685,8,2021-03
55686,0,2021-07
55687,11,2021-03
55688,6,2021-10
55689,10,2021-02
55690,5,2021-12
55691,5,2021-07
55692,0,2021-10
55693,11,2021-01
55694,2,2020-02
55695,6,2021-07
55696,2,2021-05
55697,4,2022-02
55698,5,2021-08
55699,6,2021-08
55700,6,2021-10
55701,9,2021-12
55702,8,2021-12
55703,6,2021-06
55704,11,2021-01
55705,6,2020-12
55706,1,2020-12
55707,7,2022-11
55708,11,2021-02
55709,5,2022-07
55710,4,2021-02
55711,1,2021-05
55712,2,2021-01
55713,2,2021-10
55714,0,2021-10
55715,7,2021-01
55716,5,2021-10
55717,10,2021-04
55718,1,2021-04
55719,7,2021-04
55720,5,2022-01
55721,6,2021-11
55722,6,2021-09
55723,4,2021-12
55724,2,2021-02
55725,2,2021-08
55726,5,2022-06
55727,4,2021-02
55728,1,2021-01
55729,9,2021-01
55730,0,2021-07
55731,10,2020-11
55732,3,2021-02
55733,11,2021-01
55734,2,2021-08
55735,1,2021-08
55736,0,2021-03
55737,5,2022-12
55738,3,2020-12
55739,4,2021-02
55740,6,2021-01
55741,3,2021-07
55742,9,2021-02
55743,9,2022-06
55744,2,2021-08
55745,4,2021-01
55746,3,2021-02
55747,2,2021-02
55748,0,2021-10
55749,11,2021-01
55750,4,2021-01
55751,1,2021-05
55752,3,2021-07
55753,7,2021-04
55754,0,2021-02
55755,4,2021-08
55756,6,2021-12
55757,6,2021-05
55759,0,2021-07
55760,4,2021-01
55761,2,2021-04
55762,8,2020-12
55763,3,2021-06
55764,3,2021-08
55765,2,2022-07
55766,4,2021-09
55767,3,2021-11
55768,6,2020-02
55769,5,2021-08
55770,11,2021-02
55771,6,2021-07
55772,2,2021-01
55773,4,2022-02
55774,2,2021-05
55775,3,2021-07
55776,2,2021-01
55777,6,2021-01
55778,4,2021-10
55779,11,2021-07
55780,5,2021-02
55781,11,2021-05
55782,7,2021-06
55783,11,2021-06
55784,2,2021-01
55785,3,2021-12
55786,11,2021-03
55787,6,2022-12
55788,7,2021-03
55789,7,2021-03
55790,5,2021-10
55791,2,2021-09
55792,10,2021-04
55794,7,2021-10
55795,6,2021-01
55796,7,2021-07
55797,6,2021-02
55798,6,2021-06
55799,2,2021-12
55800,6,2021-08
55801,2,2021-08
55802,2,2021-05
55803,7,2021-07
55804,6,2021-08
55805,7,2021-09
55806,3,2021-07
55807,0,2021-09
55808,10,2021-01
55809,2,2021-05
55810,11,2021-11
55811,0,2021-09
55812,7,2021-05
55813,4,2022-08
55814,11,2020-08
55815,5,2021-05
55816,4,2020-08
55817,10,2021-03
55818,6,2021-04
55819,0,2021-12
55820,10,2021-02
55821,11,2021-06
55822,9,2021-01
55823,1,2021-01
55824,8,2022-12
55825,11,2021-11
55826,10,2021-01
55827,10,2021-08
55828,6,2021-06
55829,10,2021-03
55830,4,2020-12
55831,3,2021-02
55832,6,2021-01
55833,10,2020-12
55834,8,2021-01
55835,8,2021-03
55836,4,2022-02
55837,4,2020-11
55838,6,2021-01
55839,8,2021-02
55840,2,2021-04
55841,4,2021-01
55842,8,2021-08
55844,9,2021-12
55845,5,2021-07
55846,9,2021-03
55847,9,2021-06
55848,0,2021-03
55849,6,2021-02
55850,9,2021-12
55851,11,2021-08
55852,2,2021-03
55853,5,2022-11
55854,7,2022-10
55855,1,2021-01
55856,2,2021-04
55857,4,2021-03
55858,0,2022-01
55859,11,2021-02
55860,2,2021-06
55861,0,2021-10
55862,9,2021-03
55863,7,2022-01
55864,0,2022-03
55865,8,2022-01
55866,3,2021-01
55867,6,2021-07
55868,6,2021-01
55869,0,2021-01
55870,1,2020-12
55871,3,2022-01
55872,10,2021-02
55873,10,2020-11
55874,1,2021-07
55875,3,2021-12
55876,8,2021-02
55877,3,2021-01
55878,8,2021-03
55879,1,2021-10
55880,6,2021-09
55881,3,2021-11
55882,8,2020-12
55883,10,2021-12
55884,1,2021-09
55885,4,2021-07
55886,9,2022-08
55887,10,2021-04
55888,9,2021-08
55889,6,2021-05
55890,0,2021-10
55891,4,2021-10
55892,1,2022-02
55893,9,2020-12
55894,5,2021-08
55895,2,2021-09
55896,5,2021-07
55897,7,2021-01
55898,8,2021-01
55899,6,2022-07
55901,6,2022-02
55902,8,2021-11
55903,7,2022-02
55904,2,2021-12
55905,0,2021-04
55906,1,2021-11
55907,6,2021-02
55908,2,2022-04
55909,3,2021-02
55910,7,2021-02
55911,3,2021-12
55912,0,2021-12
55913,9,2021-10
55914,3,2021-07
55915,6,2021-01
55916,10,2021-07
55917,2,2020-11
55918,2,2021-02
55919,10,2021-06
55920,3,2022-11
55921,7,2021-01
55922,5,2021-04
55923,2,2021-08
55924,7,2021-06
55925,2,2021-05
55926,2,2021-01
55927,0,2021-10
55928,0,2021-11
55929,3,2021-03
55930,11,2021-11
55932,2,2021-01
55933,7,2021-06
55934,1,2021-04
55935,7,2021-01
55936,0,2021-04
55937,1,2021-07
55938,10,2021-07
55939,6,2021-11
55940,4,2022-06
55941,7,2021-01
55942,4,2022-09
55943,7,2022-01
55944,1,2022-01
55945,6,2021-11
55946,11,2020-12
55947,8,2021-04
55948,9,2021-04
55949,3,2021-08
55950,2,2021-03
55951,0,2021-03
55952,7,2021-12
55953,4,2021-06
55954,11,2022-11
55956,5,2022-02
55957,7,2021-11
55958,0,2021-12
55959,9,2022-12
55960,3,2020-11
55961,0,2021-04
55962,8,2021-01
55963,3,2021-04
55964,6,2021-08
55965,0,2021-06
55966,3,2022-01
55967,3,2021-04
55968,0,2021-01
55969,11,2021-04
55970,0,2021-01
55971,10,2021-02
55972,10,2021-01
55973,10,2021-01
55974,4,2022-05
55975,9,2021-01
55976,3,2021-10
55977,1,2021-11
55978,8,2021-03
55979,0,2021-03
55980,8,2020-09
55981,7,2021-07
55982,0,2021-10
55983,2,2021-01
55984,3,2020-09
55985,3,2021-07
55986,5,2021-10
55987,10,2021-02
55988,3,2022-02
55989,2,2020-09
55990,8,2021-01
55991,8,2021-09
55992,0,2021-09
55993,8,2021-09
55994,7,2021-12
55995,0,2021-03
55996,9,2021-10
55997,6,2021-12
55998,2,2020-12
55999,3,2020-10
56000,7,2020-12
56001,0,2021-03
56002,11,2021-01
56003,3,2021-11
56004,11,2021-05
56005,2,2022-07
56007,10,2021-08
56008,6,2021-03
56009,0,2021-03
56010,11,2021-12
56011,9,2020-11
56012,1,2021-11
56013,0,2021-10
56014,10,2021-06
56015,5,2021-04
56016,3,2021-08
56017,2,2021-01
56018,3,2021-08
56019,3,2021-05
56020,4,2021-07
56021,4,2021-04
56022,2,2021-06
56023,7,2021-07
56024,1,2021-02
56025,8,2021-12
56026,10,2020-11
56027,6,2021-01
56028,10,2021-12
56029,1,2021-04
56030,7,2021-02
56031,6,2022-01
56032,6,2021-01
56033,6,2022-03
56034,11,2021-03
56035,0,2020-12
56036,10,2021-12
56037,6,2020-09
56038,9,2021-08
56039,10,2021-02
56040,6,2020-12
56042,2,2022-02
56043,10,2021-02
56044,11,2021-01
56045,1,2021-08
56046,7,2021-02
56047,3,2020-11
56048,1,2021-02
56049,2,2021-01
56050,9,2021-04
56051,0,2021-12
56052,4,2021-12
56053,4,2021-01
56054,11,2021-06
56056,0,2021-01
56057,10,2021-01
56058,6,2021-10
56059,8,2022-02
56060,0,2021-05
56061,10,2021-02
56062,10,2021-02
56063,6,2022-04
56064,3,2021-10
56065,11,2021-05
56066,9,2021-02
56067,5,2021-08
56068,2,2022-06
56069,2,2021-01
56070,0,2021-10
56071,2,2021-01
56072,9,2022-02
56074,3,2021-10
56075,0,2021-12
56076,8,2021-08
56077,9,2020-11
56078,2,2021-02
56079,6,2021-06
56080,2,2020-08
56081,11,2021-09
56082,4,2021-05
56083,4,2022-04
56084,10,2020-11
56085,4,2021-01
56086,9,2021-07
56087,7,2021-10
56088,9,2021-01
56089,4,2021-06
56090,5,2022-01
56092,6,2021-07
56093,4,2021-07
56094,2,2021-03
56096,3,2021-07
56097,6,2021-11
56098,10,2021-11
56099,5,2021-01
56100,2,2021-04
56101,4,2021-01
56102,3,2021-08
56103,7,2021-08
56104,7,2020-03
56105,10,2021-07
56106,9,2021-12
56107,3,2021-10
56109,6,2021-01
56110,10,2021-12
56111,6,2020-09
56112,10,2020-12
56113,2,2020-12
56114,9,2021-08
56115,4,2021-03
56116,2,2021-10
56117,0,2021-04
56118,11,2021-01
56119,10,2021-06
56120,0,2020-12
56121,4,2020-11
56122,2,2021-02
56123,2,2021-01
56124,10,2021-02
56125,2,2021-12
56126,1,2022-01
56127,6,2021-05
56128,6,2021-07
56129,0,2021-06
56130,8,2021-12
56131,8,2021-05
56132,1,2020-09
56133,2,2022-03
56134,3,2021-07
56135,11,2021-01
56136,1,2021-04
56137,10,2021-03
56138,10,2021-11
56139,2,2021-04
56140,4,2021-10
56141,5,2021-06
56142,11,2021-09
56143,8,2022-02
56144,4,2021-07
56145,3,2021-07
56146,7,2022-01
56147,6,2021-09
56148,6,2021-08
56149,2,2021-01
56150,0,2021-04
56151,8,2021-08
56152,5,2022-09
56153,10,2021-12
56154,1,2021-04
56155,0,2020-09
56156,0,2020-12
56157,3,2021-05
56158,4,2020-05
56159,10,2021-02
56160,7,2022-01
56161,0,2020-12
56162,0,2021-12
56163,8,2021-03
56164,10,2021-01
56165,6,2021-02
56166,6,2021-01
56167,5,2021-08
56168,11,2021-07
56169,0,2020-12
56170,8,2021-03
56171,0,2021-06
56172,10,2020-11
56173,10,2021-06
56174,0,2021-01
56175,9,2021-12
56176,6,2021-08
56177,7,2021-03
56178,6,2021-11
56179,11,2021-11
56180,7,2021-03
56181,1,2021-08
56182,2,2021-01
56183,7,2022-01
56184,11,2021-01
56186,6,2021-11
56187,0,2021-12
56188,3,2021-05
56189,10,2021-02
56190,0,2021-02
56191,4,2022-10
56192,0,2021-01
56193,8,2021-07
56194,7,2021-07
56195,2,2021-08
56196,3,2021-11
56197,0,2021-07
56198,4,2021-11
56199,6,2021-05
56200,6,2021-08
56201,5,2022-03
56202,10,2021-05
56203,2,2020-12
56204,5,2022-01
56205,6,2021-03
56206,2,2022-04
56207,8,2020-12
56208,11,2021-01
56209,3,2021-07
56210,11,2021-01
56211,6,2021-07
56213,0,2021-02
56214,10,2021-06
56215,10,2021-02
56216,3,2020-12
56217,2,2021-06
56218,6,2021-10
56219,0,2022-05
56220,8,2022-06
56221,6,2021-08
56222,9,2021-12
56223,2,2020-09
56224,10,2021-02
56225,0,2021-12
56226,0,2021-07
56227,2,2021-12
56228,6,2021-08
56229,1,2021-07
56230,9,2021-01
56231,6,2020-12
56232,11,2021-11
56233,10,2021-01
56234,8,2022-02
56235,0,2020-12
56236,11,2022-12
56237,11,2022-01
56238,6,2022-09
56239,6,2021-06
56240,3,2020-10
56241,7,2021-07
56242,5,2022-04
56243,9,2021-09
56244,1,2021-12
56245,3,2021-01
56246,8,2021-10
56247,10,2021-03
56248,10,2021-03
56249,7,2021-01
56250,6,2022-01
56251,0,2021-07
56252,0,2021-07
56253,2,2020-01
56254,1,2021-12
56255,11,2021-08
56256,4,2021-01
56258,2,2021-11
56259,7,2021-01
56260,0,2021-01
56261,10,2021-03
56262,3,2021-11
56263,3,2021-05
56264,9,2021-02
56265,6,2021-01
56266,3,2021-02
56267,1,2021-03
56268,6,2020-12
56269,11,2021-12
56270,4,2021-02
56271,5,2021-07
56272,1,2021-01
56273,4,2021-01
56274,2,2021-12
56275,11,2021-03
56276,7,2020-12
56277,7,2021-06
56278,0,2021-02
56279,9,2021-01
56280,3,2021-10
56281,5,2021-12
56282,3,2021-08
56283,6,2022-08
56284,6,2021-12
56285,0,2020-12
56286,10,2021-01
56287,10,2021-01
56288,4,2021-10
56289,3,2021-11
56290,6,2021-09
56291,4,2021-06
56292,11,2021-05
56293,11,2021-01
56294,0,2021-07
56295,5,2021-07
56296,3,2020-09
56297,2,2020-12
56298,1,2021-11
56299,7,2021-04
56300,5,2021-10
56301,2,2021-07
56302,10,2021-08
56303,10,2021-12
56305,4,2020-09
56306,7,2021-02
56307,6,2021-03
56308,4,2021-02
56310,10,2021-05
56311,6,2021-09
56313,7,2021-08
56314,1,2021-07
56315,10,2020-11
56316,3,2020-09
56317,8,2021-01
56318,6,2022-11
56319,1,2022-01
56320,7,2021-01
56321,2,2021-01
56322,9,2020-08
56323,8,2021-08
56324,3,2021-08
56325,3,2022-01
56327,5,2021-04
56328,2,2021-12
56329,11,2022-02
56330,3,2022-07
56331,10,2021-04
56332,10,2021-02
56333,0,2021-06
56334,4,2021-01
56335,1,2021-04
56336,2,2021-02
56337,6,2021-02
56338,7,2021-03
56339,10,2022-11
56340,5,2021-11
56341,10,2021-04
56342,8,2021-01
56343,2,2021-07
56344,6,2021-10
56345,0,2021-02
56346,11,2022-09
56347,10,2021-07
56348,9,2020-12
56349,3,2021-02
56350,0,2022-03
56351,11,2021-12
56352,0,2022-11
56353,6,2021-10
56354,6,2021-01
56355,4,2022-03
56356,10,2020-11
56358,7,2021-11
56359,2,2021-06
56360,9,2021-01
56361,6,2020-11
56362,1,2021-01
56363,3,2021-02
56364,9,2021-06
56365,4,2020-09
56366,4,2021-07
56367,0,2021-08
56368,9,2021-01
56369,11,2021-04
56370,1,2021-02
56371,2,2020-12
56372,2,2021-01
56373,4,2021-01
56374,9,2021-10
56375,2,2021-11
56376,4,2021-07
56377,9,2022-09
56378,8,2021-12
56379,10,2021-04
56380,8,2021-03
56381,7,2021-05
56382,3,2022-01
56383,5,2021-04
56384,9,2020-08
56385,2,2022-12
56386,7,2022-07
56388,7,2021-01
56389,7,2021-06
56390,3,2021-05
56391,0,2021-04
56392,2,2021-10
56393,11,2021-03
56394,3,2021-05
56395,9,2021-08
56396,7,2021-06
56397,0,2021-12
56398,6,2021-07
56399,0,2021-04
56400,5,2022-07
56401,2,2021-09
56402,7,2021-07
56403,6,2022-01
56404,0,2021-12
56405,9,2021-02
56406,10,2020-08
56407,9,2021-01
56408,6,2022-08
56409,3,2021-03
56410,8,2021-03
56411,2,2021-02
56412,10,2021-02
56413,2,2021-05
56414,6,2021-09
56415,4,2021-03
56416,10,2021-03
56417,7,2021-04
56418,11,2021-01
56419,0,2021-01
56420,2,2020-11
56421,3,2022-11
56422,8,2020-12
56423,2,2021-01
56424,0,2021-11
56425,2,2020-10
56426,6,2021-07
56427,4,2021-05
56428,2,2021-04
56429,1,2022-01
56430,2,2021-11
56431,11,2021-08
56432,4,2022-08
56433,7,2020-12
56434,8,2021-12
56435,2,2021-04
56436,2,2022-04
56437,10,2021-12
56438,6,2021-05
56439,3,2021-01
56440,4,2022-08
56441,3,2022-08
56442,1,2021-09
56443,4,2020-12
56444,0,2021-01
56445,11,2021-08
56446,11,2020-12
56447,0,2021-12
56448,6,2021-11
56449,10,2021-11
56450,3,2021-01
56451,2,2020-12
56452,4,2021-12
56453,7,2021-07
56454,6,2021-03
56455,3,2021-01
56456,6,2021-02
56457,6,2022-06
56458,3,2021-10
56459,0,2021-10
56460,7,2022-08
56461,9,2021-04
56462,10,2021-06
56463,6,2021-01
56464,7,2021-11
56465,5,2021-07
56466,4,2020-08
56468,3,2022-01
56470,7,2021-12
56471,10,2021-01
56472,2,2021-07
56473,5,2021-11
56474,3,2021-10
56475,3,2022-08
56476,2,2021-09
56477,10,2021-09
56478,7,2021-06
56479,10,2021-08
56480,7,2021-02
56481,9,2022-01
56483,6,2021-07
56484,0,2021-07
56485,2,2020-12
56486,5,2022-05
56487,10,2021-01
56488,0,2021-08
56489,2,2021-04
56490,11,2021-04
56491,3,2021-10
56492,9,2021-04
56493,3,2021-08
56494,2,2020-11
56495,6,2022-06
56496,11,2021-08
56497,4,2021-06
56498,3,2022-01
56499,9,2021-12
56500,11,2021-02
56501,4,2022-08
56502,7,2021-07
56503,0,2021-04
56504,0,2021-03
56505,8,2020-09
56506,6,2021-07
56507,1,2021-01
56508,9,2020-11
56509,3,2021-06
56510,8,2021-01
56511,3,2021-07
56512,9,2021-01
56513,10,2021-01
56514,3,2021-02
56515,10,2021-06
56516,10,2021-02
56517,7,2021-07
56519,9,2021-01
56520,7,2021-03
56521,6,2021-09
56522,2,2021-02
56523,10,2021-08
56524,10,2022-07
56525,10,2021-08
56526,11,2021-04
56527,3,2021-06
56528,1,2021-02
56529,5,2022-01
56530,7,2021-03
56531,7,2021-03
56532,10,2021-01
56533,5,2021-06
56534,7,2021-05
56535,2,2022-05
56536,6,2022-01
56537,3,2021-11
56538,4,2021-11
56539,8,2022-03
56540,6,2021-03
56541,0,2021-02
56542,4,2021-02
56543,0,2021-04
56544,9,2021-01
56545,4,2021-05
56546,10,2022-06
56547,9,2021-01
56548,3,2021-01
56549,8,2021-04
56550,2,2021-11
56551,6,2021-05
56552,6,2021-12
56553,6,2020-11
56554,6,2021-03
56555,3,2022-04
56556,11,2021-04
56557,1,2021-03
56558,1,2021-02
56559,3,2022-09
56560,9,2020-08
56561,1,2021-02
56562,0,2021-03
56563,3,2021-07
56564,7,2021-01
56565,7,2021-06
56566,2,2020-11
56567,8,2021-06
56568,11,2021-02
56569,1,2021-12
56570,2,2021-10
56571,9,2022-11
56572,8,2020-10
56573,2,2021-11
56574,4,2021-10
56575,10,2021-01
56576,8,2021-03
56577,2,2020-09
56578,0,2021-08
56579,2,2021-02
56580,7,2021-03
56581,1,2021-01
56582,10,2021-01
56583,10,2021-11
56584,0,2021-09
56585,0,2021-04
56586,3,2021-08
56587,2,2021-11
56588,0,2021-12
56589,8,2021-08
56590,10,2021-05
56591,6,2021-09
56592,6,2021-11
56593,1,2022-04
56594,6,2021-03
56595,2,2021-12
56596,3,2021-05
56597,10,2021-02
56598,0,2021-03
56599,11,2021-05
56600,7,2021-08
56601,2,2021-01
56602,6,2020-11
56603,6,2020-11
56604,11,2020-12
56605,11,2021-01
56606,2,2021-10
56607,0,2021-01
56608,3,2022-11
56609,11,2021-02
56610,0,2021-02
56611,10,2021-07
56612,3,2022-01
56613,0,2021-03
56614,1,2022-06
56615,10,2021-12
56616,6,2020-09
56617,3,2020-11
56618,0,2022-12
56619,4,2022-05
56620,5,2021-08
56621,6,2021-04
56622,7,2021-08
56623,2,2020-12
56624,2,2021-11
56625,10,2021-03
56626,0,2021-05
56627,6,2021-07
56628,3,2022-01
56629,6,2021-07
56630,4,2021-01
56631,3,2022-10
56632,11,2021-07
56633,3,2021-01
56634,7,2021-01
56635,6,2021-01
56636,4,2020-12
56637,0,2021-04
56638,3,2021-01
56639,3,2021-08
56640,11,2021-11
56641,8,2022-01
56642,4,2021-01
56643,8,2022-01
56644,6,2021-10
56645,3,2021-07
56646,10,2021-08
56647,4,2021-05
56648,0,2021-12
56649,10,2021-10
56650,6,2021-03
56651,2,2021-04
56652,6,2022-09
56654,6,2021-01
56655,6,2020-11
56656,4,2021-12
56657,6,2021-07
56658,4,2021-08
56659,2,2021-01
56660,4,2020-11
56661,0,2020-12
56662,6,2021-03
56663,8,2021-02
56664,6,2021-01
56665,9,2021-11
56666,7,2021-12
56667,2,2021-09
56668,7,2021-01
56669,4,2021-07
56670,0,2021-03
56671,11,2021-01
56672,4,2021-07
56673,6,2021-05
56674,4,2020-12
56675,3,2021-08
56676,3,2021-04
56677,7,2021-10
56678,10,2021-03
56679,4,2020-12
56680,10,2021-04
56681,5,2021-06
56682,7,2021-03
56683,8,2022-08
56684,8,2021-01
56685,3,2021-01
56686,6,2021-08
56687,5,2022-07
56688,4,2021-02
56689,3,2021-02
56690,0,2021-02
56691,11,2020-03
56692,3,2021-01
56693,10,2021-06
56694,10,2021-02
56695,5,2022-07
56696,3,2020-12
56697,2,2021-01
56698,6,2021-10
56699,8,2021-12
56700,3,2021-05
56701,8,2021-07
56702,2,2020-08
56703,0,2021-03
56704,4,2020-09
56705,10,2021-12
56706,4,2021-10
56707,1,2021-03
56708,6,2021-07
56709,4,2022-05
56710,6,2021-01
56711,0,2021-05
56712,3,2022-02
56713,2,2020-12
56714,4,2021-10
56715,8,2021-09
56716,7,2021-04
56717,8,2022-06
56718,4,2021-02
56719,1,2021-01
56720,1,2021-08
56721,11,2021-08
56722,1,2021-06
56723,9,2022-04
56724,3,2021-07
56725,8,2020-11
56726,10,2021-09
56727,6,2021-10
56728,5,2021-04
56729,1,2020-08
56730,8,2021-08
56731,4,2020-09
56733,0,2021-03
56734,6,2021-08
56735,0,2021-01
56736,1,2021-07
56737,6,2021-07
56738,10,2021-04
56739,3,2021-01
56740,3,2021-07
56741,6,2021-08
56742,10,2020-12
56743,1,2021-01
56744,7,2021-10
56745,2,2021-01
56746,1,2021-10
56747,7,2021-07
56748,3,2022-05
56749,0,2021-08
56750,5,2021-04
56751,1,2021-04
56752,6,2021-07
56753,3,2021-02
56754,3,2021-12
56755,4,2022-01
56756,2,2021-11
56757,9,2022-08
56758,5,2022-09
56759,3,2021-01
56760,10,2021-01
56761,4,2021-12
56762,3,2022-03
56763,2,2021-01
56764,9,2021-01
56765,2,2021-03
56766,8,2020-11
56767,0,2021-04
56768,1,2021-01
56769,8,2021-05
56770,2,2021-01
56771,5,2022-12
56772,0,2021-05
56773,11,2021-01
56774,0,2021-11
56775,7,2021-11
56776,8,2021-04
56777,3,2021-02
56778,8,2021-11
56779,7,2022-01
56780,4,2022-04
56781,1,2021-04
56782,3,2021-12
56783,3,2021-05
56784,4,2020-09
56785,6,2020-08
56786,6,2021-05
56787,2,2021-02
56788,3,2021-11
56789,7,2021-12
56790,1,2021-04
56791,0,2021-07
56792,8,2022-01
56793,0,2021-04
56794,2,2020-09
56795,0,2021-01
56796,11,2021-05
56797,11,2021-01
56798,4,2022-12
56799,6,2021-01
56800,4,2022-08
56801,10,2021-01
56802,4,2021-06
56803,3,2021-01
56804,2,2021-12
56805,6,2022-12
56806,2,2021-01
56807,2,2021-02
56808,0,2021-08
56809,3,2021-11
56810,10,2021-07
56811,2,2021-02
56812,0,2021-11
56813,4,2020-09
56814,11,2022-03
56815,3,2021-05
56816,5,2022-03
56817,8,2021-06
56818,1,2022-06
56819,3,2021-06
56820,6,2021-04
56821,6,2021-04
56822,8,2021-02
56823,7,2021-03
56824,3,2021-07
56825,5,2021-10
56826,0,2021-12
56827,5,2021-08
56828,2,2021-06
56829,6,2021-04
56830,11,2021-03
56831,5,2021-07
56832,4,2021-10
56833,8,2021-03
56834,8,2021-02
56835,1,2021-01
56836,10,2021-03
56837,4,2021-04
56838,3,2021-11
56839,11,2022-12
56840,0,2021-11
56841,7,2021-11
56842,10,2021-01
56843,6,2021-02
56844,6,2021-04
